No.	Time	Source		Destination	Protocol Length	Info
8397	45.877	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8399	45.879	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8401	45.887	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8403	45.900	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8405	45.907	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8407	45.909	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8409	45.917	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8411	45.919	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8413	45.927	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8415	45.940	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8417	45.947	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8419	45.949	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8421	45.956	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8423	45.970	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8425	45.977	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8427	45.980	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8429	45.987	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8431	46.000	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8433	46.008	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8435	46.010	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8437	46.021	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8439	46.031	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8441	46.038	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8443	46.039	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8445	46.049	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8447	46.060	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8449	46.067	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8451	46.069	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8453	46.076	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8455	46.080	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8457	46.088	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8459	46.099	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8461	46.107	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8463	46.109	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8465	46.117	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8467	46.130	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8469	46.139	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8471	46.139	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8473	46.151	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8475	46.160	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8477	46.167	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8479	46.170	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8481	46.177	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8483	46.190	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8485	46.197	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8487	46.199	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8489	46.207	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8491	46.209	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8493	46.217	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8495	46.230	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8497	46.239	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8499	46.240	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8501	46.257	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8503	46.260	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8505	46.270	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8507	46.274	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8509	46.279	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8511	46.290	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8513	46.297	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8515	46.299	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8517	46.307	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8519	46.320	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8521	46.327	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8523	46.329	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8525	46.337	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8527	46.350	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8529	46.357	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8531	46.359	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8533	46.367	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8535	46.370	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8537	46.377	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8539	46.390	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8541	46.397	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8543	46.399	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8545	46.407	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8547	46.421	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8549	46.428	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8551	46.429	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8553	46.439	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8555	46.450	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8557	46.460	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8559	46.462	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8561	46.467	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8563	46.480	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8565	46.488	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8567	46.489	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8569	46.497	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8571	46.499	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8573	46.506	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8575	46.520	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8577	46.527	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8579	46.529	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8581	46.537	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8583	46.550	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8585	46.557	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8587	46.560	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8589	46.567	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8591	46.581	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8593	46.588	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8595	46.589	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8597	46.597	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8599	46.610	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8601	46.617	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8603	46.619	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8605	46.627	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8607	46.640	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8609	46.647	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8611	46.650	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8613	46.657	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8615	46.660	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8617	46.669	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8619	46.680	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8621	46.687	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8623	46.689	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8625	46.697	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8627	46.710	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8629	46.717	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8631	46.719	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8633	46.727	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8635	46.740	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8637	46.747	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8639	46.749	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8641	46.756	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8643	46.771	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8645	46.778	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8647	46.780	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8649	46.787	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8651	46.800	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8653	46.807	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8655	46.809	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8657	46.817	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8659	46.819	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8661	46.828	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8663	46.840	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8665	46.850	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8667	46.851	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8669	46.861	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8671	46.870	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8673	46.879	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8675	46.882	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8677	46.887	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8679	46.900	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8681	46.909	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8683	46.912	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8685	46.917	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8687	46.930	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8689	46.937	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8691	46.940	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8693	46.947	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8695	46.949	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8697	46.957	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8699	46.970	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8701	46.978	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8703	46.980	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8705	46.987	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8707	47.001	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8709	47.008	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8711	47.009	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8713	47.017	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8715	47.030	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8717	47.037	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8719	47.040	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8721	47.047	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8723	47.060	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8725	47.067	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8727	47.070	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8729	47.077	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8731	47.090	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8733	47.097	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8735	47.099	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8737	47.107	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8739	47.110	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8741	47.121	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8743	47.130	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8745	47.137	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8747	47.139	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8749	47.147	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8751	47.160	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8753	47.167	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8755	47.169	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8757	47.177	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8759	47.190	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8761	47.200	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8762	47.201	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8765	47.209	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8767	47.220	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8769	47.227	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8771	47.230	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8773	47.237	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8775	47.250	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8777	47.257	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8779	47.260	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8781	47.267	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8783	47.269	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8785	47.281	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8787	47.290	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8789	47.299	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8791	47.299	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8793	47.312	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8795	47.320	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8797	47.328	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8799	47.329	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8801	47.337	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8803	47.349	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8805	47.357	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8807	47.359	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8809	47.367	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8811	47.380	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8813	47.387	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8815	47.390	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8817	47.398	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8819	47.399	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8821	47.406	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8823	47.420	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8825	47.427	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8827	47.430	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8829	47.437	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8831	47.451	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8833	47.458	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
8835	47.459	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
8837	47.467	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
